EquationLength,EquationStructure,EquationLambda,EquationParameters,NumericalIterations,MSE,R2
1,xdata[3],"lambda x,xdata:xdata[3]",,,3.073437906479676,0.8529255204992302
3,"Mul(xdata[3],x[0])","lambda x,xdata:Mul(xdata[3],x[0])",[0.92646276],2.0,2.9604318363863182,0.8583332461293358
5,"Sub(Mul(xdata[1],x[0]),xdata[2])","lambda x,xdata:Sub(Mul(xdata[1],x[0]),xdata[2])",[1.88781543],4.0,2.2468831717770223,0.8924789818296173
7,"Sub(Mul(xdata[1],x[0]),Mul(xdata[2],x[1]))","lambda x,xdata:Sub(Mul(xdata[1],x[0]),Mul(xdata[2],x[1]))",[1.85483531 0.96604784],9.0,2.2455224972736696,0.8925440947424009
