EquationLength,EquationStructure,EquationLambda,EquationParameters,NumericalIterations,MSE,R2
1,x[0],"lambda x,xdata:x[0]",[3.038657e-11],2.0,0.7848563612652102,2.220446049250313e-16
3,"Mul(xdata[0],x[0])","lambda x,xdata:Mul(xdata[0],x[0])",[0.35560679],2.0,0.6856064167614384,0.1264561891857234
5,"Mul(x[0],Sub(xdata[0],xdata[2]))","lambda x,xdata:Mul(x[0],Sub(xdata[0],xdata[2]))",[0.30792321],2.0,0.6638202286033784,0.1542143742922824
7,"Sub(Pow(x[0],xdata[0]),Pow(xdata[3],x[1]))","lambda x,xdata:Sub(Pow(x[0],xdata[0]),Pow(xdata[3],x[1]))",[ 1.59338852 -0.16891803],4.0,0.6090806155146117,0.2239591273328578
