EquationLength,EquationStructure,EquationLambda,EquationParameters,NumericalIterations,MSE,R2
1,xdata[3],"lambda x,xdata:xdata[3]",,,5827.635073844579,0.3421765272760877
3,"Mul(xdata[1],x[0])","lambda x,xdata:Mul(xdata[1],x[0])",[-0.89449555],2.0,1770.7097369806474,0.800122277114684
5,"Sub(Mul(xdata[0],x[0]),xdata[1])","lambda x,xdata:Sub(Mul(xdata[0],x[0]),xdata[1])",[0.27946912],3.0,1177.403053532351,0.867094738147455
7,"Sub(Mul(xdata[3],x[0]),Div(xdata[1],x[1]))","lambda x,xdata:Sub(Mul(xdata[3],x[0]),Div(xdata[1],x[1]))",[0.34280465 1.3458213 ],7.0,932.860925837132,0.8946986545954417
