EquationLength,EquationStructure,EquationLambda,EquationParameters,NumericalIterations,MSE,R2
1,x[0],"lambda x,xdata:x[0]",[-8.35853675e-09],4.0,12.553904864768173,0.0
3,"Mul(xdata[0],x[0])","lambda x,xdata:Mul(xdata[0],x[0])",[-0.61295074],3.0,7.837294580962884,0.3757086209122222
5,"Sub(Mul(xdata[0],x[0]),xdata[0])","lambda x,xdata:Sub(Mul(xdata[0],x[0]),xdata[0])",[0.38704924],3.0,7.837294580962883,0.3757086209122223
7,"Mul(Div(xdata[0],x[0]),Pow(xdata[1],x[1]))","lambda x,xdata:Mul(Div(xdata[0],x[0]),Pow(xdata[1],x[1]))",[-1.87944341 -0.19115289],10.0,7.685966181288179,0.3877629100999156
