EquationLength,EquationStructure,EquationLambda,EquationParameters,NumericalIterations,MSE,R2
1,xdata[4],"lambda x,xdata:xdata[4]",,,3307.745159899689,0.5957495119287302
3,"Mul(xdata[4],x[0])","lambda x,xdata:Mul(xdata[4],x[0])",[0.79787475],1.0,2973.4557610734823,0.6366041262051951
5,"Sub(xdata[4],Mul(xdata[2],x[0]))","lambda x,xdata:Sub(xdata[4],Mul(xdata[2],x[0]))",[0.27872193],3.0,2672.0867720315464,0.6734354282010968
7,"Add(Mul(xdata[2],x[0]),Mul(xdata[4],x[1]))","lambda x,xdata:Add(Mul(xdata[2],x[0]),Mul(xdata[4],x[1]))",[-0.24242481  0.86132981],3.0,2525.5238391690013,0.6913473695021121
9,"Div(Add(Mul(xdata[2],x[0]),xdata[4]),Pow(xdata[2],x[1]))","lambda x,xdata:Div(Add(Mul(xdata[2],x[0]),xdata[4]),Pow(xdata[2],x[1]))",[-0.275794   -0.91519889],7.0,2052.324467881954,0.749178631449634
