EquationLength,EquationStructure,EquationLambda,EquationParameters,NumericalIterations,MSE,R2
1,x[0],"lambda x,xdata:x[0]",[1.88737914e-15],17.0,0.7848563612652104,0.0
3,"Mul(xdata[0],x[0])","lambda x,xdata:Mul(xdata[0],x[0])",[0.35559394],18.0,0.6856064168909576,0.1264561890207007
5,"Div(Sub(xdata[2],xdata[0]),x[0])","lambda x,xdata:Div(Sub(xdata[2],xdata[0]),x[0])",[-3.2476042],20.0,0.6638202286229623,0.1542143742673302
7,"Sub(Pow(x[0],xdata[0]),Pow(xdata[3],x[1]))","lambda x,xdata:Sub(Pow(x[0],xdata[0]),Pow(xdata[3],x[1]))",[-1.5934067 -0.1689218],43.0,0.609080615623043,0.2239591271947034
