EquationLength,EquationStructure,EquationLambda,EquationParameters,NumericalIterations,MSE,R2
1,x[0],"lambda x,xdata:x[0]",[2.22044605e-16],16.0,79164.72526041667,0.0
3,"Mul(xdata[0],x[0])","lambda x,xdata:Mul(xdata[0],x[0])",[-0.74554582],17.0,35160.92274868,0.5558511365634602
5,"Sub(Div(xdata[2],x[0]),xdata[0])","lambda x,xdata:Sub(Div(xdata[2],x[0]),xdata[0])",[-3.48887446],23.0,33782.50567566799,0.5732631476388177
7,"Sub(Div(xdata[0],x[0]),Div(xdata[2],x[1]))","lambda x,xdata:Sub(Div(xdata[0],x[0]),Div(xdata[2],x[1]))",[-1.34128355  3.48889218],61.0,28657.17230948704,0.6380057883707964
