EquationLength,EquationStructure,EquationLambda,EquationParameters,NumericalIterations,MSE,R2
1,xdata[0],"lambda x,xdata:xdata[0]",,,336.2228314419071,0.8765806379812136
3,"Mul(xdata[0],x[0])","lambda x,xdata:Mul(xdata[0],x[0])",[0.93829032],1.0,325.8487296037296,0.8803887227114946
5,"Sub(xdata[0],Mul(xdata[1],x[0]))","lambda x,xdata:Sub(xdata[0],Mul(xdata[1],x[0]))",[0.30416967],3.0,84.17919507827092,0.9690998302903464
7,"Add(Add(xdata[0],x[0]),Pow(x[1],xdata[1]))","lambda x,xdata:Add(Add(xdata[0],x[0]),Pow(x[1],xdata[1]))",[-1.04963245 -0.73140217],9.0,63.86639813838851,0.9765561723489332
9,"Add(Add(xdata[0],x[0]),Mul(Pow(x[1],xdata[1]),x[2]))","lambda x,xdata:Add(Add(xdata[0],x[0]),Mul(Pow(x[1],xdata[1]),x[2]))",[-0.39532176 -0.41361236  0.27507447],18.0,49.81663574342791,0.9817135041811148
