EquationLength,EquationStructure,EquationLambda,EquationParameters,NumericalIterations,MSE,R2
1,xdata[2],"lambda x,xdata:xdata[2]",,,0.7124705228867703,0.6467668877570136
3,"Mul(xdata[2],x[0])","lambda x,xdata:Mul(xdata[2],x[0])",[0.82338344],2.0,0.6495534778415997,0.6779602956532303
5,"Mul(x[0],Add(xdata[3],xdata[1]))","lambda x,xdata:Mul(x[0],Add(xdata[3],xdata[1]))",[0.54056691],2.0,0.3921532091627795,0.8055758180880447
7,"Mul(Add(Add(xdata[3],xdata[1]),xdata[2]),x[0])","lambda x,xdata:Mul(Add(Add(xdata[3],xdata[1]),xdata[2]),x[0])",[0.36592267],3.0,0.3093909109727122,0.8466082302748793
9,"Add(Mul(Add(xdata[2],xdata[1]),x[0]),Mul(xdata[3],x[1]))","lambda x,xdata:Add(Mul(Add(xdata[2],xdata[1]),x[0]),Mul(xdata[3],x[1]))",[0.35036684 0.39944518],4.0,0.3076186045735323,0.847486915476751
