EquationLength,EquationStructure,EquationLambda,EquationParameters,NumericalIterations,MSE,R2
1,xdata[1],"lambda x,xdata:xdata[1]",,,2.499098427522056,0.7344757108948492
3,"Mul(xdata[1],x[0])","lambda x,xdata:Mul(xdata[1],x[0])",[0.86723785],2.0,2.3332055941791565,0.7521014979210481
5,"Add(Mul(xdata[1],x[0]),x[1])","lambda x,xdata:Add(Mul(xdata[1],x[0]),x[1])",[ 8.67237858e-01 -2.91850522e-09],2.0,2.333205594179156,0.7521014979210483
7,"Mul(Mul(xdata[1],x[0]),Pow(xdata[1],x[1]))","lambda x,xdata:Mul(Mul(xdata[1],x[0]),Pow(xdata[1],x[1]))",[ 0.89920326 -0.10731719],10.0,2.3135306710061827,0.7541919197832564
