EquationLength,EquationStructure,EquationLambda,EquationParameters,NumericalIterations,MSE,R2
1,x[0],"lambda x,xdata:x[0]",[-3.17777937e-09],1.0,79164.72526041669,-2.220446049250313e-16
3,"Mul(xdata[0],x[0])","lambda x,xdata:Mul(xdata[0],x[0])",[-0.74555425],1.0,35160.922743055555,0.5558511366345076
5,"Sub(Mul(xdata[2],x[0]),xdata[0])","lambda x,xdata:Sub(Mul(xdata[2],x[0]),xdata[0])",[-0.28662633],1.0,33782.5056755982,0.5732631476396992
7,"Sub(Mul(xdata[0],x[0]),Mul(xdata[2],x[1]))","lambda x,xdata:Sub(Mul(xdata[0],x[0]),Mul(xdata[2],x[1]))",[-0.74555425  0.28662632],1.0,28657.172309027777,0.6380057883765977
