EquationLength,EquationStructure,EquationLambda,EquationParameters,NumericalIterations,MSE,R2
1,xdata[3],"lambda x,xdata:xdata[3]",,,3.073437906479676,0.8529255204992303
3,"Mul(xdata[3],x[0])","lambda x,xdata:Mul(xdata[3],x[0])",[0.92646275],3.0,2.9604318363863182,0.8583332461293358
5,"Sub(Mul(xdata[1],x[0]),xdata[2])","lambda x,xdata:Sub(Mul(xdata[1],x[0]),xdata[2])",[1.88781484],3.0,2.246883171769922,0.8924789818299571
7,"Sub(Mul(xdata[2],x[0]),Div(xdata[1],x[1]))","lambda x,xdata:Sub(Mul(xdata[2],x[0]),Div(xdata[1],x[1]))",[-0.96603471 -0.53913528],37.0,2.2455224970630465,0.89254409475248
