EquationLength,EquationStructure,EquationLambda,EquationParameters,NumericalIterations,MSE,R2
1,xdata[3],"lambda x,xdata:xdata[3]",,,5827.635073844579,0.3421765272760877
3,"Mul(xdata[1],x[0])","lambda x,xdata:Mul(xdata[1],x[0])",[-0.89449555],1.0,1770.7097369806474,0.800122277114684
5,"Sub(Mul(xdata[0],x[0]),xdata[1])","lambda x,xdata:Sub(Mul(xdata[0],x[0]),xdata[1])",[0.27947029],2.0,1177.4030535199372,0.8670947381488562
7,"Mul(xdata[1],Sub(Pow(x[0],xdata[2]),x[1]))","lambda x,xdata:Mul(xdata[1],Sub(Pow(x[0],xdata[2]),x[1]))",[-0.58563782  1.76787197],7.0,920.279669692869,0.8961188268442487
9,"Div(Sub(Mul(xdata[0],x[0]),xdata[1]),Pow(xdata[3],x[1]))","lambda x,xdata:Div(Sub(Mul(xdata[0],x[0]),xdata[1]),Pow(xdata[3],x[1]))",[0.30271575 0.44943845],8.0,577.904944944303,0.9347660872771868
