EquationLength,EquationStructure,EquationLambda,EquationParameters,NumericalIterations,MSE,R2
1,xdata[3],"lambda x,xdata:xdata[3]",,,3.073437906479676,0.8529255204992302
3,"Mul(xdata[3],x[0])","lambda x,xdata:Mul(xdata[3],x[0])",[0.92646275],3.0,2.960431836386319,0.8583332461293358
5,"Sub(Mul(xdata[1],x[0]),xdata[2])","lambda x,xdata:Sub(Mul(xdata[1],x[0]),xdata[2])",[1.88781484],1.0,2.246883171769923,0.892478981829957
7,"Sub(Mul(xdata[1],x[0]),Mul(xdata[2],x[1]))","lambda x,xdata:Sub(Mul(xdata[1],x[0]),Mul(xdata[2],x[1]))",[1.85482177 0.96603443],3.0,2.245522497063146,0.8925440947524752
