EquationLength,EquationStructure,EquationLambda,EquationParameters,NumericalIterations,MSE,R2
1,xdata[0],"lambda x,xdata:xdata[0]",,,0.5487173539822559,0.0241008414089598
3,"Mul(xdata[0],x[0])","lambda x,xdata:Mul(xdata[0],x[0])",[0.51205042],12.0,0.4148441529683595,0.2621956333436348
5,"Div(Sub(xdata[2],xdata[0]),x[0])","lambda x,xdata:Div(Sub(xdata[2],xdata[0]),x[0])",[-2.14647408],12.0,0.3419987354903873,0.3917519178461019
7,"Sub(Mul(xdata[0],x[0]),Mul(xdata[2],x[1]))","lambda x,xdata:Sub(Mul(xdata[0],x[0]),Mul(xdata[2],x[1]))",[0.54934743 0.38241316],17.0,0.3334002596847717,0.4070443908159599
