EquationLength,EquationStructure,EquationLambda,EquationParameters,NumericalIterations,MSE,R2
1,xdata[0],"lambda x,xdata:xdata[0]",,,0.5487173539822559,0.0241008414089595
3,"Mul(xdata[0],x[0])","lambda x,xdata:Mul(xdata[0],x[0])",[0.51205041],2.0,0.4148441529683596,0.2621956333436345
5,"Mul(x[0],Sub(xdata[2],xdata[0]))","lambda x,xdata:Mul(x[0],Sub(xdata[2],xdata[0]))",[-0.4658803],3.0,0.3419987354903874,0.3917519178461017
7,"Sub(Div(xdata[2],x[0]),Mul(xdata[0],x[1]))","lambda x,xdata:Sub(Div(xdata[2],x[0]),Mul(xdata[0],x[1]))",[-2.61497603 -0.5493473 ],10.0,0.3334002596849033,0.4070443908157258
