EquationLength,EquationStructure,EquationLambda,EquationParameters,NumericalIterations,MSE,R2
1,xdata[0],"lambda x,xdata:xdata[0]",,,9.56936970150804,0.4947434833537012
3,"Mul(xdata[0],x[0])","lambda x,xdata:Mul(xdata[0],x[0])",[0.74737174],2.0,8.360623101036893,0.5585645202570892
5,"Sub(x[0],Pow(x[1],xdata[0]))","lambda x,xdata:Sub(x[0],Pow(x[1],xdata[0]))",[ 1.2859221  -0.47486945],4.0,5.667303419550321,0.7007700534248977
7,"Div(Div(xdata[0],x[0]),Pow(x[1],xdata[1]))","lambda x,xdata:Div(Div(xdata[0],x[0]),Pow(x[1],xdata[1]))",[1.56819909 1.44265235],5.0,5.522592106420225,0.7084107169452865
