EquationLength,EquationStructure,EquationLambda,EquationParameters,NumericalIterations,MSE,R2
1,xdata[1],"lambda x,xdata:xdata[1]",,,40.04400635895345,0.7544532693637973
3,"Mul(xdata[1],x[0])","lambda x,xdata:Mul(xdata[1],x[0])",[0.87722663],2.0,37.58583764819935,0.7695265685953294
5,"Sub(x[0],Pow(x[1],xdata[1]))","lambda x,xdata:Sub(x[0],Pow(x[1],xdata[1]))",[1.24238963 0.5292262 ],5.0,37.440149555588654,0.7704199166412894
7,"Sub(Mul(xdata[1],x[0]),Div(x[1],xdata[0]))","lambda x,xdata:Sub(Mul(xdata[1],x[0]),Div(x[1],xdata[0]))",[0.88774688 0.07736596],3.0,36.11779790504101,0.7785284740526724
