EquationLength,EquationStructure,EquationLambda,EquationParameters,NumericalIterations,MSE,R2
1,xdata[4],"lambda x,xdata:xdata[4]",,,105.04150798051118,0.5478397485813735
3,"Mul(xdata[4],x[0])","lambda x,xdata:Mul(xdata[4],x[0])",[0.77391987],2.0,93.16760931604628,0.5989519718221124
5,"Add(Mul(xdata[4],x[0]),xdata[4])","lambda x,xdata:Add(Mul(xdata[4],x[0]),xdata[4])",[-0.22608013],2.0,93.16760931604628,0.5989519718221125
7,"Div(xdata[4],Div(Add(xdata[3],x[0]),x[1]))","lambda x,xdata:Div(xdata[4],Div(Add(xdata[3],x[0]),x[1]))",[5.79560468 4.11517193],20.0,85.64006844757935,0.6313549222089394
9,"Mul(Mul(xdata[4],x[0]),Pow(Pow(xdata[3],xdata[4]),x[1]))","lambda x,xdata:Mul(Mul(xdata[4],x[0]),Pow(Pow(xdata[3],xdata[4]),x[1]))",[ 0.73554502 -0.20271069],10.0,80.69989079600151,0.6526203439639713
