EquationLength,EquationStructure,EquationLambda,EquationParameters,NumericalIterations,MSE,R2
1,xdata[3],"lambda x,xdata:xdata[3]",,,5827.635073844579,0.3421765272760877
3,"Mul(xdata[1],x[0])","lambda x,xdata:Mul(xdata[1],x[0])",[-0.89449554],2.0,1770.709736980647,0.8001222771146841
5,"Sub(Mul(xdata[0],x[0]),xdata[1])","lambda x,xdata:Sub(Mul(xdata[0],x[0]),xdata[1])",[0.27947031],2.0,1177.403053519935,0.8670947381488565
7,"Mul(xdata[1],Sub(Pow(x[0],xdata[2]),x[1]))","lambda x,xdata:Mul(xdata[1],Sub(Pow(x[0],xdata[2]),x[1]))",[0.58563722 1.76787173],4.0,920.2796696889257,0.8961188268446939
9,"Div(Sub(Mul(xdata[0],x[0]),xdata[1]),Pow(xdata[3],x[1]))","lambda x,xdata:Div(Sub(Mul(xdata[0],x[0]),xdata[1]),Pow(xdata[3],x[1]))",[0.30271579 0.44943863],3.0,577.9049449441502,0.934766087277204
