EquationLength,EquationStructure,EquationLambda,EquationParameters,NumericalIterations,MSE,R2
1,x[0],"lambda x,xdata:x[0]",[1.55431223e-15],17.0,15.586399999999998,-2.220446049250313e-16
3,"Div(xdata[0],x[0])","lambda x,xdata:Div(xdata[0],x[0])",[-1.03207681],10.0,0.9544291749056434,0.9387652585006389
5,"Add(Pow(xdata[0],x[0]),x[1])","lambda x,xdata:Add(Pow(xdata[0],x[0]),x[1])",[ 9.23375201 -1.33092073],56.0,0.7160380178972503,0.9540600768684718
7,"Sub(Div(xdata[0],x[0]),Div(x[1],xdata[0]))","lambda x,xdata:Sub(Div(xdata[0],x[0]),Div(x[1],xdata[0]))",[-0.9245849  -0.11268152],35.0,0.7120891948204586,0.9543134274225954
