EquationLength,EquationStructure,EquationLambda,EquationParameters,NumericalIterations,MSE,R2
1,xdata[0],"lambda x,xdata:xdata[0]",,,336.22283144190715,0.8765806379812134
3,"Mul(xdata[0],x[0])","lambda x,xdata:Mul(xdata[0],x[0])",[0.93829031],3.0,325.84872960372974,0.8803887227114945
5,"Add(Mul(xdata[1],x[0]),xdata[0])","lambda x,xdata:Add(Mul(xdata[1],x[0]),xdata[0])",[-0.30416967],1.0,84.17919507827082,0.9690998302903464
7,"Sub(Pow(x[0],xdata[1]),Sub(x[1],xdata[0]))","lambda x,xdata:Sub(Pow(x[0],xdata[1]),Sub(x[1],xdata[0]))",[-0.73140216  1.04963246],8.0,63.86639813838844,0.9765561723489332
