EquationLength,EquationStructure,EquationLambda,EquationParameters,NumericalIterations,MSE,R2
1,xdata[3],"lambda x,xdata:xdata[3]",,,4709.716204907571,0.8024047448413009
3,"Mul(xdata[3],x[0])","lambda x,xdata:Mul(xdata[3],x[0])",[0.90120237],2.0,4477.06181109913,0.8121657160566087
5,"Mul(Pow(xdata[4],x[0]),xdata[3])","lambda x,xdata:Mul(Pow(xdata[4],x[0]),xdata[3])",[0.35462115],4.0,2131.746491787289,0.9105629779689374
7,"Sub(Pow(x[0],xdata[3]),Pow(x[1],xdata[4]))","lambda x,xdata:Sub(Pow(x[0],xdata[3]),Pow(x[1],xdata[4]))",[-1.50275073  0.70292771],17.0,1414.5572802319975,0.9406525160830742
