EquationLength,EquationStructure,EquationLambda,EquationParameters,NumericalIterations,MSE,R2
1,xdata[0],"lambda x,xdata:xdata[0]",,,0.5487173539822559,0.0241008414089595
3,"Mul(xdata[0],x[0])","lambda x,xdata:Mul(xdata[0],x[0])",[0.51205042],2.0,0.4148441529683595,0.2621956333436346
5,"Mul(x[0],Sub(xdata[2],xdata[0]))","lambda x,xdata:Mul(x[0],Sub(xdata[2],xdata[0]))",[-0.4658803],2.0,0.3419987354903873,0.3917519178461018
7,"Sub(Mul(xdata[0],x[0]),Mul(xdata[2],x[1]))","lambda x,xdata:Sub(Mul(xdata[0],x[0]),Mul(xdata[2],x[1]))",[0.54934743 0.38241316],3.0,0.3334002596847718,0.4070443908159596
