EquationLength,EquationStructure,EquationLambda,EquationParameters,NumericalIterations,MSE,R2
1,xdata[4],"lambda x,xdata:xdata[4]",,,3307.745159899689,0.59574951192873
3,"Mul(xdata[4],x[0])","lambda x,xdata:Mul(xdata[4],x[0])",[0.79790522],19.0,2973.4557686681856,0.6366041252770211
5,"Add(Div(xdata[2],x[0]),xdata[4])","lambda x,xdata:Add(Div(xdata[2],x[0]),xdata[4])",[-3.5877617],23.0,2672.0867721249447,0.6734354281896823
7,"Sub(Mul(xdata[4],x[0]),Div(xdata[2],x[1]))","lambda x,xdata:Sub(Mul(xdata[4],x[0]),Div(xdata[2],x[1]))",[0.86133088 4.12497242],65.0,2525.5238391827743,0.6913473695004289
