EquationLength,EquationStructure,EquationLambda,EquationParameters,NumericalIterations,MSE,R2
1,xdata[3],"lambda x,xdata:xdata[3]",,,4709.716204907571,0.8024047448413009
3,"Div(xdata[3],x[0])","lambda x,xdata:Div(xdata[3],x[0])",[1.10966225],15.0,4477.061828818641,0.8121657153131899
5,"Mul(Pow(xdata[4],x[0]),xdata[3])","lambda x,xdata:Mul(Pow(xdata[4],x[0]),xdata[3])",[0.35464617],15.0,2131.746504875342,0.9105629774198306
7,"Sub(Pow(x[0],xdata[3]),Pow(x[1],xdata[4]))","lambda x,xdata:Sub(Pow(x[0],xdata[3]),Pow(x[1],xdata[4]))",[-1.50275308  0.70290458],67.0,1414.557294697228,0.940652515476188
