EquationLength,EquationStructure,EquationLambda,EquationParameters,NumericalIterations,MSE,R2
1,xdata[2],"lambda x,xdata:xdata[2]",,,0.7124705228867703,0.6467668877570136
3,"Mul(xdata[2],x[0])","lambda x,xdata:Mul(xdata[2],x[0])",[0.82338343],2.0,0.6495534778416001,0.6779602956532301
5,"Mul(x[0],Add(xdata[3],xdata[1]))","lambda x,xdata:Mul(x[0],Add(xdata[3],xdata[1]))",[0.54056691],2.0,0.3921532091627797,0.8055758180880446
7,"Sub(Mul(xdata[1],x[0]),Mul(xdata[3],x[1]))","lambda x,xdata:Sub(Mul(xdata[1],x[0]),Mul(xdata[3],x[1]))",[ 0.53074052 -0.55039345],5.0,0.3919110883091732,0.8056958582860753
