EquationLength,EquationStructure,EquationLambda,EquationParameters,NumericalIterations,MSE,R2
1,x[0],"lambda x,xdata:x[0]",[4.4408921e-16],15.0,79164.72526041667,0.0
3,"Div(xdata[0],x[0])","lambda x,xdata:Div(xdata[0],x[0])",[-1.34130644],20.0,35160.9227553492,0.5558511364792156
5,"Sub(Div(xdata[2],x[0]),xdata[0])","lambda x,xdata:Sub(Div(xdata[2],x[0]),xdata[0])",[-3.48885925],23.0,33782.50567560585,0.5732631476396026
7,"Sub(Div(xdata[2],x[0]),Mul(xdata[0],x[1]))","lambda x,xdata:Sub(Div(xdata[2],x[0]),Mul(xdata[0],x[1]))",[-3.48888659  0.74555254],49.0,28657.17230955377,0.6380057883699533
